Areaname,STCOU,Median Rent,Owner Occupied Housing Units,Percent under 5 years old,Percent over 65 years old,Average People Per Household,Emergency Services Personnel,Rural Farm Population,Female Workforce Percentage,Percent below Poverty,Percent of Renter Occupied Housing,Percent Mobile Homes,Housing Units per sq mile,Percent population with no High School Diploma,PercentEmployedLaborForce,Living Alone,Household with no fuel,Households with atleast 1 vehicle,Household with no plumbing,Median Household Income,General Medical And Surgical Hospitals,Geographical Mobility Same House 1 Year Ago
"Cullman, AL",1043,380,23927,6.421522172956688,14.20285638498706,2.472224530742795,296,1101,43.87407295530423,13.09726612842689,21.90943140517121,23.01575323381867,47.45782947660033,30.52041768526225,97.32378589806332,4796,29,22891,305,30969,1,42314
"Dale, AL",1045,379,12236,7.645826580401453,11.29318320060462,2.492941936508021,508,172,43.2742353971302,13.82182726418571,35.63575100844682,21.07302916586191,38.74075162451431,22.81711369112086,93.6746068783392,2789,171,11922,201,30908,2,23549
"Dallas, AL",1047,333,11861,7.610657338785579,13.34671045896679,2.604023077571586,298,347,48.64974910686466,31.26476291832554,33.62325476923954,19.95481956349077,20.89196068518784,30.62152442602136,89.43715703436062,2896,7,11005,436,22982,1,28564
"DeKalb, AL",1049,353,19902,7.015750208594995,13.3358443926577,2.521820580361614,210,1054,45.42220037000025,14.9508444644203,20.05173093598615,25.04972211893512,36.06687691953238,37.04744559983688,96.02800838602049,3977,18,19014,504,28825,1,36736
"Elmore, AL",1051,462,18422,6.662617450784276,10.19187103185495,2.653835708325873,632,274,46.28204923855128,9.285502382937755,17.80922418125155,20.62230738872194,40.91558715965034,22.72408267099645,96.27798863415686,3154,20,17850,248,39841,2,32666
"Escambia, AL",1053,346,11198,6.287371505302753,13.16199178677604,2.465417341959869,327,204,46.83611428258828,19.87013248810625,22.38054990273583,25.59365537045161,17.43463511570241,32.97245624274193,93.90999139267893,2599,24,10525,326,26492,0,22377
"Etowah, AL",1055,386,31178,6.472891270241206,15.5363890215487,2.419664883862389,773,349,45.82140761245245,15.4169158410643,25.39602662393314,13.24630861889183,85.89363182238091,26.38987044076299,94.47088264835183,7061,69,30000,398,29006,1,59861
"Fayette, AL",1057,271,5804,6.021566212875702,15.65121527953939,2.424623218755611,94,196,43.01765797308659,17.16691108656589,23.30115415004526,22.30044493581866,13.53808136702798,35.23986650714582,92.8081168202611,1254,3,5583,156,27630,1,11787
"Franklin, AL",1059,326,9226,6.465761252508004,14.59467398629804,2.459844383485945,133,339,44.16180223707816,18.42078068546019,25.66992722025295,18.58805949719822,21.62037001278805,38.99753025709917,95.537244050368,1956,0,8878,205,26810,2,17890
"Geneva, AL",1061,308,8475,5.656550046932034,15.91758197730214,2.415302272587974,170,508,45.38482745026273,18.62181554501769,19.70156900508341,26.27609462003611,21.01380728361947,35.41080289364714,93.34846291172002,2108,30,8179,124,24650,1,15477
"Greene, AL",1063,205,3028,7.692561702833633,13.94300846448116,2.497397597194812,75,189,54.0201261612351,32.50734531314589,23.78458940654778,31.31748451911906,7.956453974958812,35.8855113546337,89.21407050558349,889,10,2715,532,20439,1,6620
"Hale, AL",1065,277,5206,8.128881638168416,12.78744529033342,2.644781968840614,139,222,48.28723748141662,26.5027534987878,19.34919071745324,34.86685691950551,12.0349673685132,36.95273670286331,93.4552968008561,1149,4,4645,546,23387,1,10879
"Henry, AL",1067,325,5267,6.236932902142055,15.60860195254394,2.468042689512912,40,168,45.9852814069308,19.03872024109204,19.55177816076539,25.69463719277068,14.25211378729352,33.87429948284672,94.57754660019177,1226,46,5003,148,28117,0,10175
"Houston, AL",1069,395,24779,6.90375676853092,13.2068734425131,2.438295773004558,732,290,47.0183284755629,14.55160509529115,30.22517250161594,16.49841769336011,67.55017520723287,24.10190945797302,95.7727391392263,4981,87,23942,503,33324,2,44450
"Jackson, AL",1071,355,16918,6.40884963834035,12.7647338134921,2.461488584221627,295,466,44.83252969154611,12.98730244345849,21.60313468957347,25.93834148760385,22.36156478356121,34.54372922885023,96.08861480959757,3472,71,16177,407,31599,3,31357
"Jefferson, AL",1073,480,175451,6.538039555941985,13.30741991610705,2.452674716252329,5401,309,48.70047199395866,14.27234419109117,32.86417388739113,3.876537516868328,258.0954965617414,19.71021982956876,94.19330352298846,40556,427,166391,1691,34819,13,352390
"Lamar, AL",1075,284,4993,5.971555168962722,15.37107235883788,2.442926515749707,32,140,45.65295874046464,15.23278326204427,23.40249949920718,23.49037668462515,12.43454437360658,35.87211982604322,93.90313721332322,1041,40,4745,241,26902,0,9882
"Lauderdale, AL",1077,405,26664,5.990383187269356,14.57687824155697,2.393489575421837,347,528,45.74433242972763,14.3948682799371,26.17962865649537,11.25641562427963,60.10045712862274,24.30350607574819,95.11606497004794,5598,6,25752,329,31554,1,50626
"Lawrence, AL",1079,355,11389,6.452026104010784,11.42687250902544,2.549477501043357,151,585,43.61178947466664,14.63597380104234,16.82896971800657,28.76593870595053,21.61544269435371,34.86033403057657,95.6934589031077,2241,29,10853,292,30025,1,21565
"Lee, AL",1081,431,27853,6.33799551602293,7.724764423176476,2.392056972673982,731,254,46.55830509138764,20.67771264710591,37.17184163203595,25.17662919158268,80.74167714175813,19.53245203461383,95.00341520334122,5646,117,26759,465,29121,1,43873
"Limestone, AL",1083,377,18741,6.751051569967944,10.58677248519571,2.497891476990739,417,535,44.84471268828054,11.74729986572205,22.71669354266151,16.61235555639678,46.55955403161584,26.22089476824169,96.52702674017017,3631,56,17945,270,34777,1,34992
"Lowndes, AL",1085,280,4092,7.489638100705034,11.51350460461371,2.788764485696746,71,201,49.79630895371755,30.82848011726583,16.28748526502605,35.15989201357522,8.07815569578901,36.26016826141399,89.15194079249268,947,8,3619,242,22362,0,9608
"Macon, AL",1087,347,6099,6.597513205002572,13.15785926756542,2.472150008513072,310,235,53.0931511133733,30.05988627656654,32.2799240959861,17.39488091574243,17.44633461524277,30.55483312046919,88.28634924081854,1797,36,5412,307,20293,1,13460
"Madison, AL",1089,478,75275,6.884183663660004,10.4385987511065,2.467168728871975,1845,540,46.0639263117261,10.05640289107833,29.51735993300415,6.352784424464351,146.299959145851,15.08730180519728,95.13540519581613,15292,124,72090,524,42915,3,128170
"Marengo, AL",1091,293,7073,6.923285833482871,14.06204150354491,2.543906737778731,105,176,47.06131997368472,25.32529857204623,20.35684921421494,27.65414728309185,10.37309907431537,28.6263143885496,92.5807324685918,1497,16,6387,324,26888,1,14482
"Marion, AL",1093,316,10022,6.139671096711062,15.34590011833561,2.378380014433139,103,226,44.62267188895588,15.50538177979762,22.10841283120927,25.4793944634732,19.48363069625817,38.7590515075911,92.64765538584959,2179,38,9543,189,26332,2,18246
"Marshall, AL",1095,396,24249,6.816111775830643,13.84983871638402,2.486249817096991,411,749,43.33606181004625,14.17228004378202,24.9456853484939,18.36317133798349,63.89740801720003,31.78779609181699,95.26255820974654,5065,44,23389,209,30932,2,42805
"Mobile, AL",1097,457,104051,7.361598876822422,11.51734438869761,2.605071209055826,3001,506,47.23114943914202,18.18682626384696,30.6684995828102,9.516707490821288,133.1960929549702,24.00540420061371,93.43543323176115,20936,551,99219,1842,31957,10,215580
"Monroe, AL",1099,348,7756,7.598575818883472,13.17392133363574,2.570221330760007,123,152,46.40304856070201,19.97594789718331,16.68533503604404,27.83938766956626,11.10166295422339,33.8735846294888,93.43883112358276,1679,3,7125,273,27539,1,15892
"Montgomery, AL",1101,511,55633,6.936976942061084,11.33704331690252,2.467297935007931,2490,338,50.00753897365288,16.25262009821946,35.16392248781935,5.432985064240128,120.3053844571394,19.91800590380882,93.8766195178458,13251,221,52746,741,34942,2,109126
"Morgan, AL",1103,417,31832,6.689364613307456,11.85034708101357,2.505589304020591,529,529,44.09355917800198,11.93945202489912,26.79141460117384,12.9290434630917,81.08698575604575,24.10656658585183,96.05576090350314,6150,82,31062,392,36369,4,59058
"Perry, AL",1105,340,3200,7.885629796869564,14.4037763990895,2.612981572435139,43,152,49.91294085476757,31.44676208319469,27.80674043538145,33.30745733902734,7.555048272356184,39.41949560581558,87.45477028480428,775,11,2884,302,20076,0,7333
"Pickens, AL",1107,244,6405,6.970492555081792,15.42444060644528,2.553220159956831,115,286,48.09889828566794,25.4596431364928,20.985853588524,27.3161385855206,10.82667653896404,30.8857140070447,93.20723191322874,1507,1,5982,326,23217,1,13287
"Pike, AL",1109,318,8046,6.499911920161961,12.20663140919697,2.334259483457261,503,277,47.63566981555554,22.52183205700482,33.32922816596357,29.70966586056001,20.64943551104605,31.21276741416674,91.65634056118152,1892,61,7773,168,24158,1,15518
"Randolph, AL",1111,306,6801,6.658455075098684,15.32835454102819,2.517728309340546,109,283,46.93183399615454,17.496559029111,20.66896552615263,24.32608615577826,17.6576206412305,39.63582162836303,95.92414814406315,1592,57,6470,362,27009,1,13905
"Russell, AL",1113,411,12117,7.090832834343047,13.05896491896264,2.491974926454714,543,205,47.81875455674625,19.88112831425122,36.98507384565709,19.74657403677342,34.96154225997047,34.67912057240486,94.42028304072572,2882,91,11379,348,24914,1,25796
"St. Clair, AL",1115,466,20116,6.742814898434786,11.14822753010151,2.597121568955318,417,520,43.72868122004066,11.69638078798816,15.95706582175081,34.3493116053283,42.77222040150048,29.60855102237517,96.48841092020959,3665,14,19358,251,35385,1,35368
"Shelby, AL",1117,608,43391,7.68178494850059,7.786021975886475,2.579013178769779,671,230,44.37448178502344,6.084674026715536,19.07156800890537,15.53811011649452,73.60021194841799,13.38262653711553,97.96561082604569,7235,2,42575,378,53449,1,63115
"Sumter, AL",1119,289,4129,7.315847536316449,13.50557089412372,2.597799684426016,61,155,52.63819517798499,38.30000222418823,27.31437945101395,32.75063916762384,7.691161343353262,36.93136027912999,91.0140097400945,1081,14,3557,227,17049,1,9333
"Talladega, AL",1121,341,23352,6.425322981406645,12.69744981299956,2.510074508656428,534,372,46.88166290969381,17.06792461025977,23.64255425097991,26.26606574502993,46.43442726863081,31.01483594474096,93.32929986041455,5101,47,22005,401,29592,2,45706
"Tallapoosa, AL",1123,345,12632,6.302738194569057,15.98298845319025,2.448839007926469,343,250,47.01287591008676,15.52801692033842,23.59504284200692,19.15443444920908,28.46573864919958,30.54386173677783,95.74042581381065,2780,55,12045,256,28992,2,24592
"Tuscaloosa, AL",1125,472,40272,6.404074295847558,10.97276803990772,2.410275103451172,1317,247,47.59109808842884,16.46201866742119,36.34057963874178,14.5914059729263,52.9209724742471,21.82945695801443,94.31061338928345,8494,93,38348,542,32184,2,76605
"Walker, AL",1127,363,22692,6.360897830177112,14.27946211717948,2.462475405451843,352,316,43.94158673078753,16.02582532474374,19.78504250994764,28.26248265158936,40.77604519559283,33.80824240899497,94.31052020426125,5047,101,21704,475,27477,1,42792
"Washington, AL",1129,248,6010,7.546033940053962,11.76691713923655,2.658872969440721,132,246,43.19284063097024,17.63606298062937,11.31177337620193,30.13246127852841,7.530713703252139,28.03244022592802,94.42524959999831,1306,24,5657,451,32126,1,12683
"Wilcox, AL",1131,213,4005,8.239494937034962,12.99679009490089,2.752223592381171,11,126,48.52006552261604,40.28740394108183,13.82572001934306,39.17428016756745,6.953288770868748,41.8891516805041,84.55706315325536,1005,3,3346,448,13603,1,8582
"Winston, AL",1133,316,7999,6.21837837123296,13.5330881965146,2.434840145523697,95,301,42.81741148716748,17.67880731728047,20.66646575547954,33.41318745413833,20.3375497248986,38.9054801837928,94.59009494743225,1757,29,7719,141,27172,1,14687
"Aleutians East, AK",2013,679,244,4.106702458485503,1.694168103305497,2.6831805240297,27,6,24.81786966831318,21.90245717861039,42.32722221801605,4.431499248270081,0.08975004922885128,27.43945145731677,60.23961549936072,37,0,180,27,43624,0,1381
"Aleutians West, AK",2016,860,358,4.606473011006964,2.104284262517666,2.378707992933736,78,14,30.35947246306825,12.43882792711903,70.67000493111252,3.914634225167712,0.5088143937876942,23.64883454533771,88.41634697997478,58,15,249,54,57470,0,2049
"Anchorage, AK",2020,703,56709,7.71642930314725,4.948812620869479,2.659123844149776,2093,29,45.56517478169084,7.01959432602731,39.86967222862202,5.857858816016588,58.71412990240768,10.01492484052958,93.72291782693542,10218,527,56128,615,53281,5,101021
"Bethel, AK",2050,767,2601,10.04326454550853,4.924799208203555,3.747483109044363,188,3,45.96505944519297,18.76764669885535,38.82602057172579,3.203563509314367,0.1274002370785497,29.34818122907935,86.04901187007178,337,14,1071,2858,36215,1,8904
"Bristol Bay, AK",2060,771,259,7.223285833482886,3.707225253655534,2.573277052645653,17,0,43.8423887157151,9.364870847784204,48.75103886575846,8.03355004429448,1.923101042731223,11.65157424459558,88.82586059132758,40,17,255,219,51375,0,681
"Denali, AK",2068,569,497,5.766739242877036,2.573457621489915,2.252969285247777,22,0,33.5569814096053,6.187014041680174,37.87992341732096,7.268621224731112,0.1062995909187603,9.868077567836512,88.12088705058808,118,41,505,610,51905,0,992
"Dillingham, AK",2070,751,911,9.56449127897455,5.476524195873909,3.239722122183831,50,4,47.75535536386082,21.57734969798215,39.86276227475118,1.673008289864547,0.124305375361227,24.36377754657782,88.8883619147929,170,7,569,600,43066,1,2888
"Fairbanks North Star, AK",2090,657,16110,8.132858606294464,4.135954925790043,2.676200448397702,604,49,43.48897849190845,7.491962554002101,45.89792806004057,5.487917967869002,4.472455615652021,8.55864510764929,91.1325666462179,3094,177,15957,3098,46608,2,29522
"Haines, AK",2100,581,716,5.147630824520418,9.17366499149499,2.380263741052147,16,6,44.75755873773637,10.46451371825188,30.25974713645824,8.39426519593806,0.6018956524943608,11.36881405079158,86.8945103670157,164,0,705,391,39515,0,1171
"Hoonah-Angoon, AK",2105,468,668,-0.1525161989442974,-1.026545187228747,2.432454323853979,25,9,43.4193314963784,0.7959014168284977,51.80400000000206,11.57413292055845,0.2641068754763528,0.464273373134299,60.83199999999925,352,0,883,207,28358,0,1622
"Juneau, AK",2110,847,7281,6.567798400431777,5.371896151976364,2.589221297554072,264,1,47.16211679666851,5.591530184574265,36.341884404311,9.791432704623013,4.46911042883369,6.899037177626369,95.13208836512042,1178,10,7167,222,58619,1,12944
"Kenai Peninsula, AK",2122,582,13572,6.541412805144261,6.411708257868142,2.58114998888044,454,103,43.37110245795612,9.277064261681232,26.0503726111487,8.87060546939896,1.540463003631126,11.58922790991705,89.51648305844374,2654,37,13267,4531,43821,6,24755
"Ketchikan Gateway, AK",2130,744,3223,6.950350523322656,7.024883226159257,2.530511495763557,221,5,47.26458371516586,6.135603605496505,39.94605023632305,5.884174830202079,4.961566087928565,10.21565059682559,92.99587424718067,702,34,3126,287,50954,1,6285
"Kodiak Island, AK",2150,699,2468,8.990471267107445,4.357607119696102,3.045427074732012,131,6,43.11221453940916,6.902867728334193,45.51760760478351,8.771174958073868,0.7815678499983946,14.57307317550671,95.19912032030726,414,26,2353,270,48841,1,4974
"Lake and Peninsula, AK",2164,586,412,8.781074518238906,5.229957704556677,3.09010278218453,17,6,47.40813735877592,19.78498140810099,33.19330099784072,0.9070578982373309,0.06655955876032078,28.60044331360938,85.73234779452945,76,0,262,622,38254,0,1282
"Matanuska-Susitna, AK",2170,682,16028,7.069923628193611,5.373998059774129,2.753987872782961,325,139,43.80242253268421,10.80265936962294,20.8355876887132,6.730622674412433,1.089270698367607,11.97875476835976,90.76928959773565,2612,26,15661,6531,48356,0,25489
"Nome, AK",2180,724,1529,8.804722054690384,5.627268360086833,3.346238800330588,134,4,44.57328725688922,17.29834553276938,42.94822861615415,2.586892452087621,0.1578733493344965,25.45964168916205,84.22036547494865,281,0,705,1573,40274,1,5167
"North Slope, AK",2185,898,1017,9.557392461217784,3.924000826828281,3.576868458317066,83,3,45.11268553265666,9.195695390004266,52.36328702598734,1.622518301584717,0.02840280411649337,24.20546690829371,83.63740085310641,162,1,526,802,63620,2,3355
"Northwest Arctic, AK",2188,810,999,10.79560817683589,4.707531681377409,3.855408533976061,47,1,44.61673204876575,16.10732174608546,43.94891709432294,2.10661876479217,0.07056656012962248,28.36283840799911,85.51736408483923,112,1,299,1021,44725,1,3827
"Petersburg, AK",2195,626,1571,0.01815251581363153,-1.68893664686074,2.492432303894449,22,6,43.73811535796765,0.4778590686789475,16.17199999999591,14.86018053966801,0.5645675576032043,-1.082677322660333,80.80799999998335,572,5,1865,56,80275,1,3656
"Prince of Wales-Hyder, AK",2198,565,1521,0.1075611690400828,-0.8820454602225327,2.602220140324209,98,120,42.06654322389039,-0.4395225449521138,36.3279999999949,25.95610805700545,0.4325207372521925,0.006437363097490767,68.5920000000121,528,3,1900,131,33583,0,3305
"Sitka, AK",2220,759,1894,6.737175053830193,7.620918596774399,2.603521328153486,119,1,47.6963772135957,7.353045179174029,42.35018706785613,14.44001305264983,1.266417133751497,9.785384510068186,92.79948186992571,297,1,1825,143,48491,2,3732
"Skagway, AK",2230,14,243,0.797410085723885,-0.8523746955707954,-0.0292148911560508,6,2,0.0,0.3228269385257816,29.30800000000138,0.3007371111188624,0.006920603632129541,-0.1276983664521674,92.67200000002344,31,0,383,10,93835,0,735
"Southeast Fairbanks, AK",2240,534,1447,7.094863090271562,5.310460848992401,2.720399919168531,31,35,42.96838036480834,18.15315299392547,32.36871012732272,6.789485256092783,0.1310271114228174,13.00355459041276,82.95462052461248,340,2,1412,1037,34688,0,3246
"Valdez-Cordova, AK",2261,599,2767,6.733833140337364,5.269171155809704,2.461784450784643,127,6,42.11543380335284,9.48424560079819,31.79391989193822,19.11676506177319,0.1488866662060775,12.28930936383921,90.19727474592051,590,3,2633,1189,45663,3,4922
"Wade Hampton, AK",2270,512,1014,10.05782828282831,4.981748737373732,4.32435606060606,62,1,47.62963206685603,25.21889520202026,36.01123737373746,1.642803030303039,0.1196393798333332,40.22779673550043,78.85176051704555,130,3,230,1302,28100,0,4315
"Wrangell, AK",2275,-9,957,-0.3903170595242935,-0.5842481273777462,-0.04495761648139074,36,85,0.0805918502558498,-0.3739374521202765,8.808000000002949,0.702981688924476,0.01351578208609361,-0.4427492480869519,69.34800000001208,394,5,1035,74,35354,1,1850
"Yakutat, AK",2282,612,158,4.108466254744711,4.329649814961404,2.548825450318137,5,1,33.8250783546188,12.71540455447819,42.57670590399617,13.86011298718653,0.065518186587288,15.85093557674652,93.5696154318095,31,0,154,185,47576,0,422
"Yukon-Koyukuk, AK",2290,448,1562,7.084809470409851,6.579084894273993,2.803933161730163,46,4,44.84470500860181,23.52077795306205,33.06809383992247,2.875410819584027,0.02680998376546654,26.74350245635612,80.09240502042243,410,1,816,2320,28350,0,3822
"Apache, AZ",4001,348,14541,9.365082157955758,7.701710755553181,3.4348162759875,490,105,47.55660218515875,36.94888280348862,26.0359362802732,19.64703160230402,2.835949300307238,37.6878083523242,79.74083890471015,2851,74,12270,11704,22257,4,44791
"Cochise, AZ",4003,468,29446,6.879134833769603,13.99545276148429,2.580312171389785,1974,431,44.85624803530823,16.48694420016002,32.65686757424866,24.29930549652488,8.271678438545141,20.94660496435391,94.68250733293856,6426,77,28601,1056,31191,8,51967
"Coconino, AZ",4005,589,24557,7.517787356518799,6.474033711470859,2.818798447210994,1109,128,47.1157610170823,17.82919659351015,38.43384598028002,17.80615152496758,2.845696115400739,16.77308726682535,94.06846194369588,4331,26,23311,4195,35944,3,50500
"Gila, AZ",4007,485,15614,6.143132425751396,18.84789459421139,2.536277152263449,930,92,45.15928793295249,16.71409129999653,20.54571102837914,26.0676848864261,5.905174600181314,22.06539692880983,90.71151608341015,3687,40,14652,541,29917,3,27224
"Graham, AZ",4009,428,7453,7.958313707458219,11.6512234136567,2.974788581615125,545,53,46.21141190480188,20.63015964146445,25.78072260608583,29.07562099634599,2.449661337277321,24.93553302284339,89.0030530528649,1424,56,6986,292,27161,1,17941
"Greenlee, AZ",4011,277,1573,8.417972764078307,9.883117725841897,2.655763129231278,88,51,37.92631482914501,10.55992292031345,49.15064955487254,24.33809283449686,2.021717689335531,17.9562773159247,94.92657846062446,358,8,1547,85,36382,0,4414
"La Paz, AZ",4012,433,6732,4.957524580974886,24.77799613769324,2.261713973340904,263,73,44.99615124845275,18.97038067143951,21.65918745745347,51.09541565841522,3.385609141731581,30.99399127965334,93.20616870651014,1751,102,6485,256,24732,2,10420
"Maricopa, AZ",4013,629,749604,8.0931213818384,11.20397080743604,2.658087654220289,22261,414,44.40078104260737,11.52308958744213,31.73933534509364,7.217942837410797,134.2206857519781,17.80427448778109,95.90048507731154,150846,5053,720582,6380,43718,42,1114936
"Mohave, AZ",4015,558,45228,6.230098323899455,19.33965188036006,2.461717438971166,1135,62,47.3359352589373,13.56818453378657,25.80469099044701,33.19715425698038,5.989049622511224,22.83667323788784,94.64175770494555,9843,217,43647,843,30478,4,66856
"Navajo, AZ",4017,389,22743,8.759200161662989,9.242744851548872,3.15746329786745,987,92,45.86199966236236,28.40004454812892,23.7584680507744,24.56039771127359,4.768410391542585,29.34343108922754,89.02372389672684,4136,56,20229,7328,28244,9,54397
"Pima, AZ",4019,522,210894,6.729441317173179,13.50200730880985,2.473910216982292,9142,342,46.24628899335235,14.20377590489663,35.31610266368025,12.83634457272374,39.64558351703053,16.87971527447061,95.36713920974562,47623,1108,202621,2614,35523,9,362712
"Pinal, AZ",4021,491,45243,7.075126529934105,15.23949582106576,2.651769016453043,3115,416,45.00940278181465,15.36007577738659,22.03462599461296,37.12676148005239,14.84288391297312,27.62804853011973,93.11550433887972,8350,413,43235,1409,34337,6,71632
"Santa Cruz, AZ",4023,473,7814,8.805749876535685,10.04532786050173,3.332525671792864,354,91,43.02704002773653,25.10527641530513,31.73850204295828,11.64552967484849,10.52907947134022,40.19301076277352,93.33852691633476,1070,46,7389,187,28732,1,19955
"Yavapai, AZ",4025,579,50344,5.356144439777335,20.79938643798917,2.33143921552236,1055,176,45.89366998402741,11.76997668291674,26.52444936714462,24.6418587639069,9.957547813580764,15.44531319142511,96.55226066691671,11819,199,49089,1235,33202,3,67864
"Yuma, AZ",4027,503,38918,7.988346039345577,16.15201846408634,2.841086483417125,1879,30,43.75232013358344,18.69069627688275,27.21239918295177,37.33718786539565,13.35044833142153,34.32076606545856,88.29171841950483,6358,1404,37154,1254,30957,1,68084
"Arkansas, AR",5001,385,5845,6.479813928321865,15.8137194858188,2.403733850929681,176,194,47.87749972510339,16.95485695886273,31.63263854243251,15.11332247071512,9.807672595170162,27.9188211371338,95.20336733288669,1347,47,5609,286,30050,2,11838
